"";"Binomial";"Wood.density..kg.m3.";"identifiant"
"4692";"Lithocarpus bennettii";710;NA
"4693";"Lithocarpus blumeanus";710;NA
"4694";"Lithocarpus celebica";700;NA
"4695";"Lithocarpus chrysocomus";659,5;NA
"4696";"Lithocarpus confragosus";690;NA
"4697";"Lithocarpus conocarpa";750;NA
"4698";"Lithocarpus cooperta";700;NA
"4699";"Lithocarpus corneus";818;NA
"4700";"Lithocarpus daphnoideus";580;NA
"4701";"Lithocarpus dealbata";844;NA
"4702";"Lithocarpus dealbatus";742,5;NA
"4703";"Lithocarpus densiflorus";580;NA
"4704";"Lithocarpus elegans";799;NA
"4705";"Lithocarpus encleisocarpus";550;NA
"4706";"Lithocarpus fissus";474;NA
"4707";"Lithocarpus glaber";550,75;NA
"4708";"Lithocarpus gracilis";490;NA
"4709";"Lithocarpus handelianus";761;NA
"4710";"Lithocarpus hemisphaericus";585;NA
"4711";"Lithocarpus hystrix";620;NA
"4712";"Lithocarpus indet";577;NA
"4713";"Lithocarpus induta";680;NA
"4714";"Lithocarpus javensis";570;NA
"4715";"Lithocarpus kingianus";800;NA
"4716";"Lithocarpus korthalsii";720;NA
"4717";"Lithocarpus kunstleri";880;NA
"4718";"Lithocarpus lampadarius";790;NA
"4719";"Lithocarpus longipedicellatus";599,5;NA
"4720";"Lithocarpus lucida";680;NA
"4721";"Lithocarpus maingayi";670;NA
"4722";"Lithocarpus megacarpus";630;NA
"4723";"Lithocarpus mucronatus";440;NA
"4724";"Lithocarpus omalokos";710;NA
"4725";"Lithocarpus perclusus";577;NA
"4726";"Lithocarpus podocarpus";680;NA
"4727";"Lithocarpus pseudo-molucca";640;NA
"4728";"Lithocarpus rassa";815;NA
"4729";"Lithocarpus schlechteri";610;NA
"4730";"Lithocarpus scortechinii";880;NA
"4731";"Lithocarpus silvicolarum";540;NA
"4732";"Lithocarpus soleriana";740;NA
"4733";"Lithocarpus sultii";860;NA
"4734";"Lithocarpus sundaica";530;NA
"4735";"Lithocarpus symingtonianus";850;NA
"4736";"Lithocarpus vestitus";720;NA
"4737";"Lithocarpus wangianus";560;NA
"4738";"Lithraea brasiliensis";980;NA
"4739";"Lithraea molleoides";474,333333333333;NA
"4740";"Litsea accedens";470;NA
"4741";"Litsea accedentoides";360;NA
"4742";"Litsea albayana";360;NA
"4743";"Litsea amara";670;NA
"4744";"Litsea angulata";360;NA
"4745";"Litsea artocarpifolia";340;NA
"4746";"Litsea baviensis";435,25;NA
"4747";"Litsea bindoniana";449,5;NA
"4748";"Litsea brachystachya";390;NA
"4749";"Litsea breviumbellata";420;NA
"4750";"Litsea calicaris";510;NA
"4751";"Litsea calophyllantha";510;NA
"4752";"Litsea castanea";410;NA
"4753";"Litsea chinensis";600;NA
"4754";"Litsea confusa";320;NA
"4755";"Litsea cordata";360;NA
"4756";"Litsea costalis";340;NA
"4757";"Litsea crassifolia";490;NA
"4758";"Litsea cubeba";310;NA
"4759";"Litsea curtisii";325;NA
"4760";"Litsea diversifolia";460;NA
"4761";"Litsea domarensis";396;NA
"4762";"Litsea elliptica";450;NA
"4763";"Litsea ferruginea";453,333333333333;NA
"4764";"Litsea firma";407,5;NA
"4765";"Litsea fulva";510;NA
"4766";"Litsea garciae";356;NA
"4767";"Litsea glutinosa";501,5;NA
"4768";"Litsea gracilipes";370;NA
"4769";"Litsea grandis";433,333333333333;NA
"4770";"Litsea indet";478;NA
"4771";"Litsea irianensis";420;NA
"4772";"Litsea lancilimba";531,666666666667;NA
"4773";"Litsea leefeana";420,75;NA
"4774";"Litsea leytensis";340;NA
"4775";"Litsea machilifolia";335;NA
"4776";"Litsea mappacea";360;NA
"4777";"Litsea megacarpa";340;NA
"4778";"Litsea monopetala";422,833333333333;NA
"4779";"Litsea monticola";400;NA
"4780";"Litsea myristicaefolia";420;NA
"4781";"Litsea nidularis";335;NA
"4782";"Litsea noronhae";500;NA
"4783";"Litsea oppositifolia";510;NA
"4784";"Litsea petiolata";480;NA
"4785";"Litsea polyantha";460;NA
"4786";"Litsea resinosa";335;NA
"4787";"Litsea reticulata";438;NA
"4788";"Litsea robusta";370;NA
"4789";"Litsea sebifera";600;NA
"4790";"Litsea teysmanni";380;NA
"4791";"Litsea tomentosa";545;NA
"4792";"Litsea umbellata";340;NA
"4793";"Litsea vang";452;NA
"4794";"Litsea velutina";420;NA
"4795";"Livistona rotundifolia";710;NA
"4796";"Loesenera kalantha";646;NA
"4797";"Lomatia fraxinifolia";839;NA
"4798";"Lomatia hirsuta";473;NA
"4799";"Lomatia indet";745;NA
"4800";"Lonchocarpus araripensis";850;NA
"4801";"Lonchocarpus campestris";890;NA
"4802";"Lonchocarpus capassa";758;NA
"4803";"Lonchocarpus castilloi";510;NA
"4804";"Lonchocarpus constrictus";930;NA
"4805";"Lonchocarpus costaricensis";640;NA
"4806";"Lonchocarpus eriocarinalis";970;NA
"4807";"Lonchocarpus hedyosmus";771,333333333333;NA
"4808";"Lonchocarpus heptaphyllus";686,75;NA
"4809";"Lonchocarpus hondurensis";830;NA
"4810";"Lonchocarpus hylobius";670;NA
"4811";"Lonchocarpus indet";690;NA
"4812";"Lonchocarpus lilloi";640;NA
"4813";"Lonchocarpus margaritensis";750;NA
"4814";"Lonchocarpus minimiflorus";780;NA
"4815";"Lonchocarpus muehlbergianus";620,666666666667;NA
"4816";"Lonchocarpus nelsii";771;NA
"4817";"Lonchocarpus parviflorus";890;NA
"4818";"Lonchocarpus peninsularis";790;NA
"4819";"Lonchocarpus sericeus";704,8;NA
"4820";"Lonchocarpus stramineus";750;NA
"4821";"Lonchocarpus unifoliolatus";860;NA
"4822";"Lonchocarpus velutinus";750;NA
"4823";"Lophira alata";896,9;NA
"4824";"Lophira lanceolata";792;NA
"4825";"Lophopetalum beccarianum";510;NA
"4826";"Lophopetalum javanum";395;NA
"4827";"Lophopetalum ledermannii";460;NA
"4828";"Lophopetalum littorale";920;NA
"4829";"Lophopetalum maingayi";840;NA
"4830";"Lophopetalum micranthum";390;NA
"4831";"Lophopetalum oblongum";540;NA
"4832";"Lophopetalum pachyphyllum";380;NA
"4833";"Lophopetalum reflexum";780;NA
"4834";"Lophopetalum subobovatum";540;NA
"4835";"Lophopetalum torricellense";380;NA
"4836";"Lophopetalum toxicum";410;NA
"4837";"Lophopetalum wallichii";427;NA
"4838";"Lophopetalum wightianum";370;NA
"4839";"Lophostemon confertus";746,4;NA
"4840";"Lophostemon grandiflorus";926;NA
"4841";"Lophostemon suaveolens";677;NA
"4842";"Loreya arborescens";600;NA
"4843";"Loreya mespiloides";600;NA
"4844";"Loropetalum chinense";814;NA
"4845";"Lotus scoparius";740;NA
"4846";"Lovoa swynnertonii";566;NA
"4847";"Lovoa trichilioides";454,842105263158;"bouamir_p16_266"
"4848";"Loxopterygium huasango";730;NA
"4849";"Loxopterygium sagotii";561,666666666667;NA
"4850";"Ludia indet";812;NA
"4851";"Luehea candida";910;NA
"4852";"Luehea cymulosa";480;NA
"4853";"Luehea divaricata";563;NA
"4854";"Luehea indet";500;NA
"4855";"Luehea paniculata";540;NA
"4856";"Luehea seemannii";417;NA
"4857";"Lueheopsis duckeana";615,8;NA
"4858";"Lueheopsis rosea";330;NA
"4859";"Lueheopsis rugosa";547;NA
"4860";"Lumnitzera littorea";686,75;NA
"4861";"Lumnitzera racemosa";710;NA
"4862";"Lunania mexicana";580;NA
"4863";"Lunania parviflora";635;NA
"4864";"Lycianthes banahaensis";440;NA
"4865";"Lysicarpus angustifolius";689;NA
"4866";"Lysidice rhodostegia";525;NA
"4867";"Lysiloma bahamensis";600;NA
"4868";"Lysiloma indet";630;NA
"4869";"Lysiloma latisiliqua";650;NA
"4870";"Lysiloma latisiliquum";620;NA
"4871";"Lysiloma microphyllum";920;NA
"4872";"Mabea biglandulosa";570;NA
"4873";"Mabea nitida";646,666666666667;NA
"4874";"Mabea piriri";597,666666666667;NA
"4875";"Mabea speciosa";635;NA
"4876";"Mabea subserrulata";600;NA
"4877";"Mabea subsessilis";600;NA
"4878";"Maburea trinervis";818;NA
"4879";"Macadamia hildebrandii";580;NA
"4880";"Macadamia ternifolia";895;NA
"4881";"Macadamia whelanii";669;NA
"4882";"Macaranga aleuritoides";283,5;NA
"4883";"Macaranga beccariana";290;NA
"4884";"Macaranga bicolor";299;NA
"4885";"Macaranga brevipetiolata";600;NA
"4886";"Macaranga capensis";449,333333333333;NA
"4887";"Macaranga celebica";510;NA
"4888";"Macaranga conglomerata";414,5;NA
"4889";"Macaranga conifera";330;NA
"4890";"Macaranga denticulata";433,5;NA
"4891";"Macaranga diepenhorstii";300;NA
"4892";"Macaranga gigantea";295;NA
"4893";"Macaranga hispida";250;NA
"4894";"Macaranga hosei";276,666666666667;NA
"4895";"Macaranga hullettii";320;NA
"4896";"Macaranga hypoleuca";263,333333333333;NA
"4897";"Macaranga inamoena";482;NA
"4898";"Macaranga indet";310;NA
"4899";"Macaranga inermis";380;NA
"4900";"Macaranga involucrata";670;NA
"4901";"Macaranga javanica";400;NA
"4902";"Macaranga kilimandscharica";400;NA
"4903";"Macaranga kingii";600;NA
"4904";"Macaranga leonardii";440;NA
"4905";"Macaranga longestipulata";360;NA
"4906";"Macaranga lowii";675;NA
"4907";"Macaranga maingayi";600;NA
"4908";"Macaranga mappa";270;NA
"4909";"Macaranga mellifera";357;NA
"4910";"Macaranga myriantha";400;NA
"4911";"Macaranga papuana";260;NA
"4912";"Macaranga populifolia";330;NA
"4913";"Macaranga pruinosa";310;NA
"4914";"Macaranga pseudopruinosa";290;NA
"4915";"Macaranga puncticulata";310;NA
"4916";"Macaranga rhizinoides";310;NA
"4917";"Macaranga sampsoni";328,5;NA
"4918";"Macaranga sampsonii";340;NA
"4919";"Macaranga semiglobosa";310;NA
"4920";"Macaranga tanarius";456;NA
"4921";"Macaranga trichocarpa";430;NA
"4922";"Macaranga triloba";320;NA
"4923";"Macarisia pyramidata";687;NA
"4924";"Macbrideina peruviana";540;NA
"4925";"Machaerium aculeatum";240;NA
"4926";"Machaerium acutifolium";1120;NA
"4927";"Machaerium allemanii";928;NA
"4928";"Machaerium brasiliense";660;NA
"4929";"Machaerium firmum";968,666666666667;NA
"4930";"Machaerium fulvovenosum";1040;NA
"4931";"Machaerium hirtum";660;NA
"4932";"Machaerium incorruptibile";948;NA
"4933";"Machaerium indet";700;NA
"4934";"Machaerium lunatum";240;NA
"4935";"Machaerium millei";240;NA
"4936";"Machaerium minutiflorum";840;NA
"4937";"Machaerium opacum";800;NA
"4938";"Machaerium scleroxylon";822,5;NA
"4939";"Machaerium villosum";780;NA
"4940";"Mackinlaya confusa";725;NA
"4941";"Maclura indet";550;NA
"4942";"Maclura javanica";810;NA
"4943";"Maclura pomifera";760;NA
"4944";"Maclura regia";540;NA
"4945";"Maclura tinctoria";794,533333333333;NA
"4946";"Maclura tricuspidata";902,666666666667;NA
"4947";"Maclurodendron porteri";550;NA
"4948";"Macoubea guianensis";414,333333333333;NA
"4949";"Macrocnemum roseum";450;NA
"4950";"Macrolobium acaciifolium";551;NA
"4951";"Macrolobium angustifolium";675;NA
"4952";"Macrolobium bifolium";670;NA
"4953";"Macrolobium limbatum";580;NA
"4954";"Macropanax dispermum";310;NA
"4955";"Madhuca alpina";970;NA
"4956";"Madhuca betis";575;NA
"4957";"Madhuca boerlageana";510;NA
"4958";"Madhuca burckiana";590;NA
"4959";"Madhuca coriacea";460;NA
"4960";"Madhuca crassipes";930;NA
"4961";"Madhuca cuneata";560;NA
"4962";"Madhuca curtisii";540;NA
"4963";"Madhuca elliptica";697;NA
"4964";"Madhuca glaberrima";630;NA
"4965";"Madhuca hainanensis";925,666666666667;NA
"4966";"Madhuca kingiana";600;NA
"4967";"Madhuca korthalsii";540;NA
"4968";"Madhuca lancifolia";550;NA
"4969";"Madhuca latifolia";922;NA
"4970";"Madhuca laurifolia";760;NA
"4971";"Madhuca leucodermis";650;NA
"4972";"Madhuca ligulata";610;NA
"4973";"Madhuca longifolia";790;NA
"4974";"Madhuca magnifolia";550;NA
"4975";"Madhuca malaccensis";635;NA
"4976";"Madhuca motleyana";460;NA
"4977";"Madhuca obovatifolia";620;NA
"4978";"Madhuca ovata";560;NA
"4979";"Madhuca penangiana";590;NA
"4980";"Madhuca penicillata";610;NA
"4981";"Madhuca rupicola";820;NA
"4982";"Madhuca sarawakensis";630;NA
"4983";"Madhuca sericea";675;NA
"4984";"Madhuca sessilis";650;NA
"4985";"Madhuca subquincuncialis";740;NA
"4986";"Madhuca tomentosa";720;NA
"4987";"Madhuca utilis";960;NA
"4988";"Maesa lanceolata";676;NA
"4989";"Maesopsis eminii";383,5;NA
"4990";"Magnolia acuminata";440;NA
"4991";"Magnolia candollei";510;NA
"4992";"Magnolia denudata";440;NA
"4993";"Magnolia dubia";556;NA
"4994";"Magnolia elegans";483,333333333333;NA
"4995";"Magnolia fraseri";400;NA
"4996";"Magnolia gigantifolia";560;NA
"4997";"Magnolia grandiflora";437,333333333333;NA
"4998";"Magnolia hodgsonii";620;NA
"4999";"Magnolia indet";520;NA
"5000";"Magnolia liliifera";570;NA
"5001";"Magnolia macklottii";360;NA
"5002";"Magnolia ovata";525;NA
"5003";"Magnolia poasana";450;NA
"5004";"Magnolia portoricensis";700;NA
"5005";"Magnolia sororum";460;NA
"5006";"Magnolia splendens";590;NA
"5007";"Magnolia villosa";630;NA
"5008";"Magnolia virginiana";420;NA
"5009";"Magnolia yoroconte";420;NA
"5010";"Magonia pubescens";770;NA
"5011";"Mahurea exstipulata";730;NA
"5012";"Mahurea palustris";690;NA
"5013";"Mallotus albus";366;NA
"5014";"Mallotus arboreus";560;NA
"5015";"Mallotus beccarii";560;NA
"5016";"Mallotus blumeanus";510;NA
"5017";"Mallotus cochinchinensis";344;NA
"5018";"Mallotus discolor";633;NA
"5019";"Mallotus echinatus";490;NA
"5020";"Mallotus floribundus";620;NA
"5021";"Mallotus macrostachyus";320;NA
"5022";"Mallotus mollissimus";412;NA
"5023";"Mallotus multiglandulosus";442;NA
"5024";"Mallotus muticus";466,666666666667;NA
"5025";"Mallotus paniculatus";345;NA
"5026";"Mallotus peltatus";470;NA
"5027";"Mallotus penangensis";590;NA
"5028";"Mallotus philippensis";603,333333333333;NA
"5029";"Mallotus philippinensis";688;NA
"5030";"Mallotus polyadenos";650;NA
"5031";"Mallotus stipularis";580;NA
"5032";"Mallotus subpeltatus";560;NA
"5033";"Mallotus sumatranus";370;NA
"5034";"Malmea cuspidata";390;NA
"5035";"Malouetia cestroides";580;NA
"5036";"Malouetia duckei";570;NA
"5037";"Malouetia naias";430;NA
"5038";"Malus baccata";560;NA
"5039";"Malus pumila";646;NA
"5040";"Malus sylvestris";599;NA
"5041";"Mammea africana";626,625;"bouamir_p16_57"
"5042";"Mammea americana";640;NA
"5043";"Mammea bongo";825;NA
"5044";"Mammea glauca";861;NA
"5045";"Mammea indet";892;NA
"5046";"Mammea touriga";827;NA
"5047";"Mangifera altissima";590;NA
"5048";"Mangifera caesia";410;NA
"5049";"Mangifera caloneura";482;NA
"5050";"Mangifera duperreana";517;NA
"5051";"Mangifera foetida";525;NA
"5052";"Mangifera gedebi";390;NA
"5053";"Mangifera griffithii";470;NA
"5054";"Mangifera indica";552,5;NA
"5055";"Mangifera lagenifera";490;NA
"5056";"Mangifera laurina";523;NA
"5057";"Mangifera minor";532,5;NA
"5058";"Mangifera monandra";450;NA
"5059";"Mangifera odorata";470;NA
"5060";"Mangifera pajang";490;NA
"5061";"Mangifera salomonensis";525;NA
"5062";"Mangifera similis";575;NA
"5063";"Mangifera sylvatica";517;NA
"5064";"Manglietia fordiana";423,5;NA
"5065";"Manglietia glauca";390;NA
"5066";"Manglietia hainanensis";406;NA
"5067";"Manglietia insignis";430;NA
"5068";"Manilkara bidentata";872,933333333333;NA
"5069";"Manilkara cavalcantei";834;NA
"5070";"Manilkara celebica";850;NA
"5071";"Manilkara chicle";1040;NA
"5072";"Manilkara cuneifolia";800;NA
"5073";"Manilkara fasciculata";824;NA
"5074";"Manilkara fouilloyana";861;NA
"5075";"Manilkara hexandra";1060;NA
"5076";"Manilkara huberi";921,363636363636;NA
"5077";"Manilkara indet";883;NA
"5078";"Manilkara inundata";800;NA
"5079";"Manilkara kanosiensis";899;NA
"5080";"Manilkara kauki";830;NA
"5081";"Manilkara lacera";800;NA
"5082";"Manilkara littoralis";925,5;NA
"5083";"Manilkara mochisia";1076;NA
"5084";"Manilkara obovata";860,875;NA
"5085";"Manilkara paraensis";860;NA
"5086";"Manilkara salzmannii";1030;NA
"5087";"Manilkara venulosa";750;NA
"5088";"Manilkara zapota";810;NA
"5089";"Maniltoa grandiflora";900;NA
"5090";"Maniltoa indet";715;NA
"5091";"Maniltoa minor";760;NA
"5092";"Maniltoa plurijuga";650;NA
"5093";"Maniltoa polyandra";760;NA
"5094";"Maniltoa psilogyne";663;NA
"5095";"Mansonia altissima";564,458333333333;NA
"5096";"Mansonia gagei";882;NA
"5097";"Mappia longipes";650;NA
"5098";"Maprounea guianensis";588;NA
"5099";"Maquira calophylla";620;NA
"5100";"Maquira coriacea";511,2;NA
"5101";"Maquira guianensis";766;NA
"5102";"Maquira sclerophylla";513,5;NA
"5103";"Maranthes corymbosa";798,666666666667;NA
"5104";"Maranthes glabra";875;"bouamir_p3_415"
"5105";"Maranthes goetzeniana";784,5;NA
"5106";"Maranthes kerstingii";829;NA
"5107";"Maranthes robusta";864,5;NA
"5108";"Margaritaria discoidea";719,5;"bouamir_p3_416"
"5109";"Margaritaria indica";680;NA
"5110";"Margaritaria nobilis";622,333333333333;NA
"5111";"Markhamia acuminata";775;NA
"5112";"Markhamia cauda-felina";645,5;NA
"5113";"Markhamia lutea";474,333333333333;NA
"5114";"Markhamia platycalyx";500;NA
"5115";"Markhamia stipulata";675,5;NA
"5116";"Markhamia tomentosa";473;NA
"5117";"Marlierea montana";950;NA
"5118";"Marlierea schomburgkiana";921;NA
"5119";"Marlierea tomentosa";964;NA
"5120";"Marmaroxylon racemosum";844,3;NA
"5121";"Marquesia macroura";758;NA
"5122";"Martiodendron excelsum";852;NA
"5123";"Martiodendron parviflorum";841;NA
"5124";"Mastixia cuspidata";460;NA
"5125";"Mastixia pentandra";495;NA
"5126";"Mastixia rostrata";440;NA
"5127";"Mastixia tetrandra";550;NA
"5128";"Mastixia trichotoma";390;NA
"5129";"Mastixiodendron pachyclados";669,5;NA
"5130";"Mastixiodendron smithii";670;NA
"5131";"Mastixiodendron stoddardii";800;NA
"5132";"Matayba arborescens";696,666666666667;NA
"5133";"Matayba domingensis";700;NA
"5134";"Matayba guianensis";820;NA
"5135";"Matayba inelegans";820;NA
"5136";"Matayba opaca";820;NA
"5137";"Matisia cordata";372,75;NA
"5138";"Matisia hirta";610;NA
"5139";"Matisia indet";580;NA
"5140";"Matisia ochrocalyx";570;NA
"5141";"Matisia rhombifolia";542;NA
"5142";"Mauria indet";310;NA
"5143";"Maytenus acuminata";626,5;NA
"5144";"Maytenus alaternoides";750;NA
"5145";"Maytenus boaria";616;NA
"5146";"Maytenus cuezzoi";624;NA
"5147";"Maytenus disperma";814;NA
"5148";"Maytenus eggersii";750;NA
"5149";"Maytenus ficiformis";670;NA
"5150";"Maytenus heterophylla";495;NA
"5151";"Maytenus ilicifolia";725;NA
"5152";"Maytenus indet";705;NA
"5153";"Maytenus krukovii";750;NA
"5154";"Maytenus laevis";910;NA
"5155";"Maytenus micrantha";750;NA
"5156";"Maytenus myrsinoides";750;NA
"5157";"Maytenus obtusifolia";750;NA
"5158";"Maytenus robusta";770;NA
"5159";"Maytenus sieberiana";650;NA
"5160";"Maytenus undata";732;NA
"5161";"Medicosma fareana";676;NA
"5162";"Medusanthera papuana";390;NA
"5163";"Melaleuca argentea";870;NA
"5164";"Melaleuca bracteata";870;NA
"5165";"Melaleuca glomerata";672;NA
"5166";"Melaleuca leucadendra";640,333333333333;NA
"5167";"Melaleuca leucadendron";692;NA
"5168";"Melaleuca linariifolia";682;NA
"5169";"Melaleuca nervosa";687;NA
"5170";"Melaleuca pauperiflora";937;NA
"5171";"Melaleuca quinquenervia";631,285714285714;NA
"5172";"Melaleuca uncinata";846;NA
"5173";"Melaleuca viridiflora";795,5;NA
"5174";"Melanochyla angustifolia";520;NA
"5175";"Melanochyla auriculata";580;NA
"5176";"Melanochyla bracteata";480;NA
"5177";"Melanochyla densiflora";590;NA
"5178";"Melanochyla fulvinervia";500;NA
"5179";"Melanochyla kunstleri";620;NA
"5180";"Melanochyla nitida";730;NA
"5181";"Melanochyla rugosa";670;NA
"5182";"Melanolepis multiglandulosa";340;NA
"5183";"Melanoxylon brauna";1038;NA
"5184";"Melastoma malabathricum";440;NA
"5185";"Melia azedarach";437,777777777778;NA
"5186";"Melia composita";284;NA
"5187";"Melia excelsa";620;NA
"5188";"Melia indet";551;NA
"5189";"Melicoccus lepidopetalus";980;NA
"5190";"Melicope bonwickii";382,5;NA
"5191";"Melicope confusa";380;NA
"5192";"Melicope elleryana";524;NA
"5193";"Melicope fareana";676;NA
"5194";"Melicope glabra";330;NA
"5195";"Melicope indet";630;NA
"5196";"Melicope latifolia";400;NA
"5197";"Melicope melanophloia";788;NA
"5198";"Melicope micrococca";509,333333333333;NA
"5199";"Melicope triphylla";388;NA
"5200";"Melicope vitiflora";510,333333333333;NA
"5201";"Melicope xanthoxyloides";426;NA
"5202";"Melicytus ramiflorus";585;NA
"5203";"Meliosma angustifolia";548,333333333333;NA
"5204";"Meliosma forrestii";620;NA
"5205";"Meliosma herbertii";420;NA
"5206";"Meliosma lanceolata";380;NA
"5207";"Meliosma panamensis";410;NA
"5208";"Meliosma pinnata";320;NA
"5209";"Meliosma rigida";596;NA
"5210";"Meliosma selowii";620;NA
"5211";"Meliosma simplicifolia";455;NA
"5212";"Meliosma squamulata";498,5;NA
"5213";"Meliosma sumatrana";400;NA
"5214";"Melliodendron xylocarpum";430,5;NA
"5215";"Melochia umbellata";320;NA
"5216";"Memecylon australe";456;NA
"5217";"Memecylon campanulatum";880;NA
"5218";"Memecylon celebicum";900;NA
"5219";"Memecylon crassifolium";790;NA
"5220";"Memecylon edule";674,5;NA
"5221";"Memecylon excelsum";680;NA
"5222";"Memecylon garcinioides";750;NA
"5223";"Memecylon gibbosum";740;NA
"5224";"Memecylon glomeratum";950;NA
"5225";"Memecylon indet";813;NA
"5226";"Memecylon laevigatum";890;NA
"5227";"Memecylon lilacinum";820;NA
"5228";"Memecylon myrsinoides";1000;NA
"5229";"Memecylon ochroleucum";780;NA
"5230";"Memecylon oligoneurum";720;NA
"5231";"Memecylon paniculatum";720;NA
"5232";"Memecylon pubescens";820;NA
"5233";"Memecylon subcordifolium";540;NA
"5234";"Memecylon sumatrense";760;NA
"5235";"Meriania urceolata";490;NA
"5236";"Merrillia caloxylon";720;NA
"5237";"Mesua assamica";784;NA
"5238";"Mesua ferrea";920;NA
"5239";"Mesua ferruginea";650;NA
"5240";"Mesua grandis";610;NA
"5241";"Mesua lepidota";670;NA
"5242";"Mesua paniculata";620;NA
"5243";"Mesua racemosa";590;NA
"5244";"Metadina trichotoma";720;NA
"5245";"Metasequoia glyptostroboides";284;NA
"5246";"Metopium brownei";595;NA
"5247";"Metopium toxiferum";510;NA
"5248";"Metrodorea stipularis";1050;NA
"5249";"Metrosideros collina";760;NA
"5250";"Metrosideros diffusa";417;NA
"5251";"Metrosideros petiolata";930;NA
"5252";"Metrosideros pullei";760;NA
"5253";"Metrosideros queenslandica";663;NA
